,BusDesc,B1_PER_SUB_TYPE,DBA,Business_Location,add,add_num,street,new_name,alcohol
12736,COMMERCIAL RENTAL,Rental of Real Property,JEREMY KIDSON,"2961 COLLEGE AVE
BERKELEY, CA 94705
(37.856826004, -122.252827027)",2961 COLLEGE AVE,2961,COLLEGEAVE,JEREMYKIDSON,False
12737,RESIDENTIAL RENTAL - 7 UNITS,Rental of Real Property,SEYRANIAN LEON/DORIS TRUSTEES,"2918 DEAKIN ST
BERKELEY, CA 94705
(37.856521992, -122.262842982)",2918 DEAKIN ST,2918,DEAKINST,SEYRANIANLEONDORISTRUSTEES,False
12740,COMMERCIAL RENTAL - OFFICE BLDG (7),Rental of Real Property,SOLANO AVENUE PARTNERS,"1700 SOLANO AVE
BERKELEY, CA 94707
(37.891013021, -122.282168969)",1700 SOLANO AVE,1700,SOLANOAVE,SOLANOAVENUEPARTNERS,False
12741,RESIDENTIAL RENTAL PROPERTY-4UNITS,Rental of Real Property,SHIAU PAUL S,"2107 HEARST AVE
BERKELEY, CA 94709
(37.874165018, -122.268221985)",2107 HEARST AVE,2107,HEARSTAVE,SHIAUPAULS,False
12742,APARTMENT RENTAL PROPERTY,Rental of Real Property,BANCROFT WAY PROPERTIES LLC,"2030 BANCROFT WAY
BERKELEY, CA 94704
(37.867214995, -122.268696987)",2030 BANCROFT WAY,2030,BANCROFTWAY,BANCROFTWAYPROPERTIESLLC,False
12744,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,FRIEDMAN DANIEL,"2412 RUSSELL ST
BERKELEY, CA 94705
(37.857633013, -122.258714979)",2412 RUSSELL ST,2412,RUSSELLST,FRIEDMANDANIEL,False
12745,RENTAL PROPERTY,Rental of Real Property,TRILOGY LIMITED PROPERTIES LLC,"1439 FIFTH ST
BERKELEY, CA 94710
(37.876023998, -122.301238972)",1439 FIFTH ST,1439,FIFTHST,TRILOGYLIMITEDPROPERTIESLLC,False
12746,GRAPHIC ARTWORK & TECHINCAL SPECIFICATION & DESIGNING - FREELANCE FOR APPAREL BUSINESSES,Professional SemiProfessional,JESSILU DESIGNS STUDIO,"736 CHANNING WAY
BERKELEY, CA 94710
(37.86125102, -122.297088002)",736 CHANNING WAY,736,CHANNINGWAY,JESSILUDESIGNSSTUDIO,False
12747,RESIDENTIAL RENTALS 8 UNITS,Rental of Real Property,JUE HOWARD L & ROSIE,"1810 BONITA AVE
BERKELEY, CA 94709
(37.873846003, -122.272566996)",1810 BONITA AVE,1810,BONITAAVE,JUEHOWARDLROSIE,False
12748,LANDSCAPE ARCHITECTURAL SERVICES,Professional SemiProfessional,LANDIBLE INC,"1226 SHATTUCK AVE 2
BERKELEY, CA 94709
(37.884606983, -122.270147978)",1226 SHATTUCK AVE 2,1226,SHATTUCKAVE,LANDIBLE,False
12749,PSYCHOTHERAPY,Professional SemiProfessional,HESS JUDYE,"2927 SHATTUCK AVE
BERKELEY, CA 94705
(37.855772985, -122.266249974)",2927 SHATTUCK AVE,2927,SHATTUCKAVE,HESSJUDYE,False
12750,MED SERVICES,Professional SemiProfessional,BERKELEY EMERGENCY MED GROUP,"3000 COLBY ST
BERKELEY, CA 94705
(37.854697, -122.25788802)",3000 COLBY ST,3000,COLBYST,BERKELEYEMERGENCYMEDGROUP,False
12752,FULL SERVICE RESTAURANT,Retail Trade,THAI CORNER BERKELEY,"1277 GILMAN ST
BERKELEY, CA 94706
(37.881729015, -122.290462024)",1277 GILMAN ST,1277,GILMANST,THAICORNERBERKELEY,True
12754,MULTI RESIDENTIAL,Rental of Real Property,TRAUCHT GERRY,"1945 STUART ST
BERKELEY, CA 94703
(37.858405992, -122.269440965)",1945 STUART ST,1945,STUARTST,TRAUCHTGERRY,False
12756,RESIDENTIAL RENTAL 26 UNITS,Rental of Real Property,HAO YIN & HOH C,"2715 DWIGHT WAY
BERKELEY, CA 94704
(37.866032979, -122.253004975)",2715 DWIGHT WAY,2715,DWIGHTWAY,HAOYINHOHC,False
12757,INDIVIDUAL PSYCHOTHERAPY SERVICES,Professional SemiProfessional,"CRAWFORD JENNY, LCSW","921 THE ALAMEDA
BERKELEY, CA 94707
(37.890907995, -122.276583017)",921 THE ALAMEDA,921,THEALAMEDA,CRAWFORDJENNYLCSW,False
12758,NONPROFIT YOGA STUDIO/ORGANIZATION,Non Profit Organizations,NIROGA INSTITUTE,"1808 UNIVERSITY AVE
BERKELEY, CA 94703
(37.871022014, -122.274630034)",1808 UNIVERSITY AVE,1808,UNIVERSITYAVE,NIROGAINSTITUTE,False
12759,RESIDENTIAL RENTAL 12 UNITS,Rental of Real Property,LEE DON,"2741 DWIGHT WAY
BERKELEY, CA 94704
(37.866096011, -122.252028986)",2741 DWIGHT WAY,2741,DWIGHTWAY,LEEDON,False
12762,RENTAL PROPERTY,Rental of Real Property,JAY - L BERKELEY MANAGEMENT LLC,"1180 UNIVERSITY AVE
BERKELEY, CA 94702
(37.869107, -122.289974029)",1180 UNIVERSITY AVE,1180,UNIVERSITYAVE,JAYLBERKELEYMANAGEMENTLLC,False
12763,RENTAL PROPERTY - 4 UNITS,Rental of Real Property,CHOATE THOMAS,"2303 HOWE ST
BERKELEY, CA 94705
(37.857078005, -122.261271962)",2303 HOWE ST,2303,HOWEST,CHOATETHOMAS,False
12764,PLUMBING & HEATING SUPPLY/SERVICE,Construction or Contractor,EHRET CO. PLUMBING & HEATING,"801 GILMAN ST
BERKELEY, CA 94710
(37.879402995, -122.302415037)",801 GILMAN ST,801,GILMANST,EHRETCOPLUMBINGHEATING,False
12768,AFTER SCHOOL ENRICHMENT PROGRAM FOR KIDS,Non Profit Organizations,WEPERFORM ORG,"1301 SHATTUCK AVE
BERKELEY, CA 94709
(37.88387101, -122.269141982)",1301 SHATTUCK AVE,1301,SHATTUCKAVE,WEPERFORMORG,False
12769,CHOCOLATE MANUFACTURER,Manufacturing,BISOU CHOCOLATE,"2703 SEVENTH ST 144
BERKELEY, CA 94710
(37.856693989, -122.29274802)",2703 SEVENTH ST 144,2703,SEVENTHST,BISOUCHOCOLATE,False
12771,RESIDENTIAL RENTAL 5 UNITS,Rental of Real Property,MOSS VERSHON MARIE,"2112 ASHBY AVE
BERKELEY, CA 94705
(37.855197987, -122.265744965)",2112 ASHBY AVE,2112,ASHBYAVE,MOSSVERSHONMARIE,False
12773,RENTAL PROPERTY - 3 UNITS,Rental of Real Property,GUTIERREZ EFREN & TAMARA,"2396 HILGARD AVE
BERKELEY, CA 94709
(37.87817601, -122.263036017)",2396 HILGARD AVE,2396,HILGARDAVE,GUTIERREZEFRENTAMARA,False
12774,CUSTOM BODY ART STUDIO - APPOINTMENT ONLY,Business Personal Repair Svs,THORNS TATTOO STUDIO,"2447 SACRAMENTO ST
BERKELEY, CA 94702
(37.862420002, -122.280864996)",2447 SACRAMENTO ST,2447,SACRAMENTOST,THORNSTATTOOSTUDIO,False
12775,RENTAL PROPERTY,Rental of Real Property,KANG UNHEI,"2627 ASHBY AVE
BERKELEY, CA 94705
(37.857197992, -122.253945005)",2627 ASHBY AVE,2627,ASHBYAVE,KANGUNHEI,False
12776,RENTAL PROPERTY-4 UNITS,Rental of Real Property,2334 BANCROFT LLC,"2334 BANCROFT WAY
BERKELEY, CA 94704
(37.868037009, -122.262795038)",2334 BANCROFT WAY,2334,BANCROFTWAY,2334BANCROFTLLC,False
12777,RENTAL PROPERTY,Rental of Real Property,MCCALEB CRAIG & SUDIA P,"1628 JULIA ST
BERKELEY, CA 94703
(37.854346008, -122.275831998)",1628 JULIA ST,1628,JULIAST,MCCALEBCRAIGSUDIAP,False
12779,COMMERICAL RENTAL PROPERTY,Rental of Real Property,HECHIM MARK,"2023 PARKER ST
BERKELEY, CA 94704
(37.862243018, -122.268576958)",2023 PARKER ST,2023,PARKERST,HECHIMMARK,False
12780,COMMERCIAL RENTAL - LIGHT INDUNSTRIAL,Rental of Real Property,CARBEN INDUSTRIES LLC,"2307 FOURTH ST
BERKELEY, CA 94710
(37.86234402, -122.297637017)",2307 FOURTH ST,2307,FOURTHST,CARBENINDUSTRIESLLC,False
12782,COMM PROPERTY RENTAL,Rental of Real Property,RUE-ELL ENTERPRISES INC,"811 UNIVERSITY AVE
BERKELEY, CA 94710
(37.868352001, -122.298174967)",811 UNIVERSITY AVE,811,UNIVERSITYAVE,RUEELLENTERPRISES,False
12783,SURVEILLANCE MONITORING,Business Personal Repair Svs,PRO-VIGIL INC,"2201 DWIGHT WAY
BERKELEY, TX 94704
(37.864514011, -122.264956982)",2201 DWIGHT WAY,2201,DWIGHTWAY,PROVIGIL,False
12784,BUSINESS CONSULTING,Professional SemiProfessional,LARKE BUSINESS SOLUTIONS INC,"2919 SHASTA RD
BERKELEY, CA 94708
(37.888671997, -122.253384004)",2919 SHASTA RD,2919,SHASTARD,LARKEBUSINESSSOLUTIONS,False
12786,AUTO REPAIR,Business Personal Repair Svs,ACKERMAN'S,"2220 SAN PABLO AVE
BERKELEY, CA 94702
(37.865596995, -122.29141404)",2220 SAN PABLO AVE,2220,SANPABLOAVE,ACKERMANS,False
12787,RENTAL PROPERTY,Rental of Real Property,"VONICH/GERONTIDES, JIM & JOHN","1816 FAIRVIEW ST
BERKELEY, CA 94703
(37.850250987, -122.272029967)",1816 FAIRVIEW ST,1816,FAIRVIEWST,VONICHGERONTIDESJIMJOHN,False
12788,MAHJONGG INSTRUCTOR,Professional SemiProfessional,SALK TOBY,"1811 MCGEE AVE
BERKELEY, CA 94703
(37.873135008, -122.277583984)",1811 MCGEE AVE,1811,MCGEEAVE,SALKTOBY,False
12789,LICENSE CLINICAL SOCIAL WORKER,Professional SemiProfessional,DEAN MARY HOPE  LCSW,"2232 CARLETON ST
BERKELEY, CA 94704
(37.86151702, -122.263080022)",2232 CARLETON ST,2232,CARLETONST,DEANMARYHOPELCSW,False
12790,ARCHITECTURAL SERVICES,Professional SemiProfessional,ROBERT REMIKER ARCHITECH,"1943 NAPA AVE
BERKELEY, CA 94707
(37.887512989, -122.274346977)",1943 NAPA AVE,1943,NAPAAVE,ROBERTREMIKERARCHITECH,False
12791,MEDICAL OFFICE,Professional SemiProfessional,ALTA EAST BAY PATHOLOGY INC,"2450 ASHBY AVE
BERKELEY, CA 94705
(37.85587801, -122.257270022)",2450 ASHBY AVE,2450,ASHBYAVE,ALTAEASTBAYPATHOLOGY,False
12792,SOFTWARE PUBLISHERS,Professional SemiProfessional,TEAMBLIND INC,"2001 ADDISON ST 300
BERKELEY, CA 94704
(37.871179007, -122.270358029)",2001 ADDISON ST 300,2001,ADDISONST,TEAMBLIND,False
12793,COMMERICAL RENTAL PROPERTY,Rental of Real Property,YAZDI ALLEN H,"1801 EASTSHORE HWY
BERKELEY, CA 94710
(37.86928302, -122.303481969)",1801 EASTSHORE HWY,1801,EASTSHOREHWY,YAZDIALLENH,False
12794,HANDMADE HOME/PERSONAL GOODS,Retail Trade,PALM & PERKINS LLC,"2950 COLLEGE AVE
BERKELEY, CA 94705
(37.857272005, -122.253308986)",2950 COLLEGE AVE,2950,COLLEGEAVE,PALMPERKINSLLC,False
12795,OFFICE FOR A WHOLESALE COMPANY,Administrative Headquarters,BLUE ANGEL INTERNATIONAL LLC,"2821 TELEGRAPH AVE
BERKELEY, CA 94705
(37.858789003, -122.259042041)",2821 TELEGRAPH AVE,2821,TELEGRAPHAVE,BLUEANGELINTERNATIONALLLC,False
12797,PROPERTY RENTAL-RESIDENTIAL (4 UNITS),Rental of Real Property,1330 GLEZ APARTMENTS,"1330 ALCATRAZ AVE
BERKELEY, CA 94702
(37.847368996, -122.279861012)",1330 ALCATRAZ AVE,1330,ALCATRAZAVE,1330GLEZAPARTMENTS,False
12804,HEALTHCARE CONSULTING,Professional SemiProfessional,BOLAND HEALTHCARE,"1551 SOLANO AVE
BERKELEY, CA 94707
(37.891183006, -122.286107038)",1551 SOLANO AVE,1551,SOLANOAVE,BOLANDHEALTHCARE,False
12806,RESIDENTIAL RENTAL PROPERTY 18 UN,Rental of Real Property,WONG ROLAND C,"2225 CHANNING WAY
BERKELEY, CA 94704
(37.866462007, -122.264421965)",2225 CHANNING WAY,2225,CHANNINGWAY,WONGROLANDC,False
12807,INDUSTRIAL DESIGN,Professional SemiProfessional,SCHOUTEN INNOVATION,"2414 DOWLING PL
BERKELEY, CA 94705
(37.854336997, -122.259179001)",2414 DOWLING PL,2414,DOWLINGPL,SCHOUTENINNOVATION,False
12808,PRIVATE INVESTIGATIONS,Professional SemiProfessional,MJC INVESTIGATIONS,"1327 ALLSTON WAY
BERKELEY, CA 94702
(37.867205021, -122.284551022)",1327 ALLSTON WAY,1327,ALLSTONWAY,MJCINVESTIGATIONS,False
12809,ACUPUNCTURE/ACUPRESSURE,Professional SemiProfessional,JOSEPHIAN JENNY,"1502 WALNUT ST
BERKELEY, CA 94709
(37.880052006, -122.268550974)",1502 WALNUT ST,1502,WALNUTST,JOSEPHIANJENNY,False
12810,SFR RENTAL (U1),Rental of Real Property,1940 HASTE STREET LLC,"2432 MILVIA ST
BERKELEY, CA 94704
(37.864230996, -122.270099028)",2432 MILVIA ST,2432,MILVIAST,1940HASTESTREETLLC,False
12811,RENTAL PROPERTY/36 UNITS,Rental of Real Property,DURANT PARK APARTMENTS,"2230 DURANT AVE
BERKELEY, CA 94704
(37.866843007, -122.264364968)",2230 DURANT AVE,2230,DURANTAVE,DURANTPARKAPARTMENTS,False
12812,MASSAGE & SKIN CARE,Massage,NOURISH,"1285 GILMAN ST
BERKELEY, CA 94706
(37.881699008, -122.290346018)",1285 GILMAN ST,1285,GILMANST,NOURISH,False
12814,GRAPHIC DESIGN,Professional SemiProfessional,MAYA WHITMAN DESIGN,"74 POPPY LN
BERKELEY, CA 94708
(37.892844005, -122.261361984)",74 POPPY LN,74,POPPYLN,MAYAWHITMANDESIGN,False
12815,FRATERNITY FOOTBALL PARKING,Non Profit Organizations,JESUIT SCHOOL OF THEOLOGY-FPRK,"1735 LE ROY AVE
BERKELEY, CA 94709
(37.877581021, -122.258446003)",1735 LE ROY AVE,1735,LEROYAVE,JESUITSCHOOLOFTHEOLOGYFPRK,False
12816,RESIDENTIAL RENTAL-4 UNITS,Rental of Real Property,HONGELL GEORGE,"1350 ACTON ST
BERKELEY, CA 94706
(37.881533004, -122.285447969)",1350 ACTON ST,1350,ACTONST,HONGELLGEORGE,False
12817,GALLERY & ART STUDIO,Retail Trade,CECI BOWMAN DESIGNS,"1400 SHATTUCK AVE 10
BERKELEY, CA 94709
(37.881787018, -122.26981396)",1400 SHATTUCK AVE 10,1400,SHATTUCKAVE,CECIBOWMANDESIGNS,False
12819,ENVIRONMENTAL ENGINEERING SERVICES,Professional SemiProfessional,YORKE ENGINEERING LLC,"1936 UNIVERSITY AVE 260
BERKELEY, CA 94704
(37.871188981, -122.272116971)",1936 UNIVERSITY AVE 260,1936,UNIVERSITYAVE,YORKEENGINEERINGLLC,False
12820,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,SZETO CANDICE ETAL,"1728 CURTIS ST
BERKELEY, CA 94702
(37.872818004, -122.290219032)",1728 CURTIS ST,1728,CURTISST,SZETOCANDICEETAL,False
12821,RES RENTAL PROPERTY,Rental of Real Property,HAYDEN JOHN T,"1841 CEDAR ST
BERKELEY, CA 94703
(37.877968013, -122.274056041)",1841 CEDAR ST,1841,CEDARST,HAYDENJOHNT,False
12822,LIQUOR STORE,Retail Trade,DERBY FOOD CENTER,"2707 COLLEGE AVE
BERKELEY, CA 94705
(37.861832011, -122.253279985)",2707 COLLEGE AVE,2707,COLLEGEAVE,DERBYFOODCENTER,True
12823,HAIR SALON,Business Personal Repair Svs,BROADBLADE,"1855 ALCATRAZ AVE
BERKELEY, CA 94703
(37.849192018, -122.269971036)",1855 ALCATRAZ AVE,1855,ALCATRAZAVE,BROADBLADE,False
12824,RENTAL PROPERTY/4 UNITS,Rental of Real Property,SOLIS JESUS,"1219 PARKER ST
BERKELEY, CA 94702
(37.860067998, -122.286181972)",1219 PARKER ST,1219,PARKERST,SOLISJESUS,False
12825,COMMERCIAL RENTAL - STORES W/OFFICES (9),Rental of Real Property,FAHROO FARIBA,"1734 ALCATRAZ AVE
BERKELEY, CA 94703
(37.848394019, -122.272485021)",1734 ALCATRAZ AVE,1734,ALCATRAZAVE,FAHROOFARIBA,False
12827,PROPERTY RENTAL,Rental of Real Property,EAZA LLC,"3140 M L KING JR WAY
BERKELEY, CA 94703
(37.850994001, -122.271050039)",3140 M L KING JR WAY,3140,MLKINGJRWAY,EAZALLC,False
12828,PSYCHIATRIST,Professional SemiProfessional,EPSTEIN ROBERT A,"2702 DANA ST
BERKELEY, CA 94705
(37.86091302, -122.260166976)",2702 DANA ST,2702,DANAST,EPSTEINROBERTA,False
12830,FAMILY COUNSELING SERVICES,Professional SemiProfessional,TANG NADINE LCSW,"2041 BANCROFT WAY
BERKELEY, CA 94704
(37.867583271, -122.2683183)",2041 BANCROFT WAY,2041,BANCROFTWAY,TANGNADINELCSW,False
12831,PATTERNS - MAIL ORDER INTERNET,Retail Trade,DECADES OF STYLE PATTERN CO,"2136 CURTIS ST B
BERKELEY, CA 94702
(37.867169021, -122.289438007)",2136 CURTIS ST B,2136,CURTISSTB,DECADESOFSTYLEPATTERNCO,False
12832,GROCERY STORE,Retail Trade,FOOD TOWN MARKET,"3049 SACRAMENTO ST
BERKELEY, CA 94702
(37.85180298, -122.278380013)",3049 SACRAMENTO ST,3049,SACRAMENTOST,FOODTOWNMARKET,True
12833,GARDENING & LANDSCAPING,Business Personal Repair Svs,FORTINO ALDUCIN LANDSCAPING,"1909 EIGHTH ST A
BERKELEY, CA 94710
(37.869419017, -122.295605998)",1909 EIGHTH ST A,1909,EIGHTHSTA,FORTINOALDUCINLANDSCAPING,False
12834,COUNSELING SERVICES,Professional SemiProfessional,YOU WERE BORN FREE,"1918 BONITA AVE 208
BERKELEY, CA 94704
(37.872779992, -122.272194001)",1918 BONITA AVE 208,1918,BONITAAVE,YOUWEREBORNFREE,False
12835,FULL SERVICE RESTAURANT,Retail Trade,KIRIN RESTAURANT,"1767 SOLANO AVE
BERKELEY, CA 94707
(37.891562999, -122.28081504)",1767 SOLANO AVE,1767,SOLANOAVE,KIRINRESTAURANT,True
12838,TAILORING/ALTERATION,Business Personal Repair Svs,UNI TAILOR,"2013 UNIVERSITY AVE
BERKELEY, CA 94704
(37.872157007, -122.270133981)",2013 UNIVERSITY AVE,2013,UNIVERSITYAVE,UNITAILOR,False
12840,MULTI RESIDENTIAL - 5 UNITS,Rental of Real Property,LAU HUMPHREY,"1115 ADDISON ST
BERKELEY, CA 94702
(37.868535983, -122.291023024)",1115 ADDISON ST,1115,ADDISONST,LAUHUMPHREY,False
12841,PRINTING/BOOKBINDING,Manufacturing,CAPRICORNUS,"7 ETON CT
BERKELEY, CA 94705
(37.852013995, -122.249362032)",7 ETON CT,7,ETONCT,CAPRICORNUS,False
12843,FAST FOOD,Retail Trade,SWEETHEART CAFE & TEA,"2523 DURANT AVE
BERKELEY, CA 94704
(37.867939598, -122.258456006)",2523 DURANT AVE,2523,DURANTAVE,SWEETHEARTCAFETEA,False
12847,RESIDENTIAL RENTAL 18 UNITS,Rental of Real Property,CHIN WALTER & ANNIE Y,"1757 OXFORD ST
BERKELEY, CA 94709
(37.875833017, -122.266243017)",1757 OXFORD ST,1757,OXFORDST,CHINWALTERANNIEY,False
12849,HAIRDRESSER,Business Personal Repair Svs,FEENY SCHARETG RANGE,"888 COLUSA AVE
BERKELEY, CA 94707
(37.891605998, -122.280097968)",888 COLUSA AVE,888,COLUSAAVE,FEENYSCHARETGRANGE,False
12850,RENTAL PROPERTY/4 UNITS,Rental of Real Property,PELLEGRIN MICHELLE R,"2535 HILLEGASS AVE
BERKELEY, CA 94704
(37.864060005, -122.25607602)",2535 HILLEGASS AVE,2535,HILLEGASSAVE,PELLEGRINMICHELLER,False
12851,AFFORDABLE RENTAL HOUSING,Non Profit Organizations,"WILLIAM BYRON RUMFORD, SR. PLAZA ASSOCIATES","3017 STANTON ST
BERKELEY, CA 94702
(37.852411004, -122.27930898)",3017 STANTON ST,3017,STANTONST,WILLIAMBYRONRUMFORDSRPLAZAASSOCIATES,False
12852,SOLO PRACTICE LAW FIRM,Professional SemiProfessional,N NOELLE FRANCIS ATTORNEY-AT-LAW,"CA
(36.374105693, -119.27023)",CA,CA,CA,NNOELLEFRANCISATTORNEYATLAW,False
12853,HAIR SALON - HAIRCUTS & COLOR,Business Personal Repair Svs,SCARLET SALON LLC,"2910 TELEGRAPH AVE
BERKELEY, CA 94705
(37.857248996, -122.259834969)",2910 TELEGRAPH AVE,2910,TELEGRAPHAVE,SCARLETSALONLLC,False
12855,"MANUFACTURING OF THERMIONIC CONVERSION DEVICES, WHICH GENERATE ELECTRICITY FROM LARGE TEMPERATURE DIFFERENCES",Manufacturing,"SPARK THERMIONICS, INC.","1036 ASHBY AVE
BERKELEY, CA 94710
(37.851595989, -122.288318017)",1036 ASHBY AVE,1036,ASHBYAVE,SPARKTHERMIONICS,False
12856,JEWELRY,Professional SemiProfessional,CLARE ULLMAN DESIGN,"1052 CRAGMONT AVE
BERKELEY, CA 94708
(37.891450011, -122.262828984)",1052 CRAGMONT AVE,1052,CRAGMONTAVE,CLAREULLMANDESIGN,False
12857,MANAGMENT CONSULTING,Business Personal Repair Svs,THE HUMAN LINK,"760 CRAGMONT AVE
BERKELEY, CA 94708
(37.896501994, -122.268460031)",760 CRAGMONT AVE,760,CRAGMONTAVE,THEHUMANLINK,False
12860,RENTAL PROPERTY 2 UNITS,Rental of Real Property,SHERIDAN B & GRANETT A,"1811 FAIRVIEW ST
BERKELEY, CA 94703
(37.85064699, -122.272398017)",1811 FAIRVIEW ST,1811,FAIRVIEWST,SHERIDANBGRANETTA,False
12861,PROPERTY MANAGEMENT 6 UNIT RESIDENTIAL BUILDING,Rental of Real Property,S & K MANAGEMENT LLC,"3018 FULTON ST
BERKELEY, CA 94705
(37.854980015, -122.263681005)",3018 FULTON ST,3018,FULTONST,SKMANAGEMENTLLC,False
12864,"HAIR SALON, RETAIL",Business Personal Repair Svs,THE SHOP,"1481 SHATTUCK AVE
BERKELEY, CA 94709
(37.880622981, -122.268919024)",1481 SHATTUCK AVE,1481,SHATTUCKAVE,THESHOP,False
12865,COMERCIAL RENTAL PROPERTY,Rental of Real Property,ABRAMS D/MILLIKAN R/KENT,"1811 FOURTH ST
BERKELEY, CA 94710
(37.869729985, -122.300302965)",1811 FOURTH ST,1811,FOURTHST,ABRAMSDMILLIKANRKENT,False
12866,RENTAL PROPERTY/6 UNITS,Rental of Real Property,SCHWARTZ PAUL & FRIEDA,"1669 OXFORD ST
BERKELEY, CA 94709
(37.877497998, -122.266459019)",1669 OXFORD ST,1669,OXFORDST,SCHWARTZPAULFRIEDA,False
12867,RESTAURANT/CATERING,Retail Trade,CREEKWOOD RESTAURANT,"3121 SACRAMENTO ST
BERKELEY, CA 94702
(37.850994001, -122.278228971)",3121 SACRAMENTO ST,3121,SACRAMENTOST,CREEKWOODRESTAURANT,True
12869,TRANSPORTATION/DELIVERY,Business Personal Repair Svs,BENJAMIN BROUSSARD ENTERPRISES LLC,"1540 STUART ST
BERKELEY, CA 94703
(37.856979015, -122.278053035)",1540 STUART ST,1540,STUARTST,BENJAMINBROUSSARDENTERPRISESLLC,False
12870,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,ENSLER YAFA,"2407 DOWLING PL
BERKELEY, CA 94705
(37.85465002, -122.259405983)",2407 DOWLING PL,2407,DOWLINGPL,ENSLERYAFA,False
12871,INTERNET HAND CRAFTED SOAPS/CARDS,Retail Trade,A SLICE OF DELIGHT,"1906 GRANT ST
BERKELEY, CA 94703
(37.872725007, -122.275644998)",1906 GRANT ST,1906,GRANTST,ASLICEOFDELIGHT,False
12872,MARTIAL ARTS,Non Profit Organizations,"BERKELEY AIKIKAI, INC","1812 SAN PABLO AVE
BERKELEY, CA 94702
(37.871462141, -122.293058969)",1812 SAN PABLO AVE,1812,SANPABLOAVE,BERKELEYAIKIKAI,False
12873,ROBINSON COMMERCIAL REAL ESTATE,Professional SemiProfessional,ROBINSON REAL ESTATE,"1720 SHATTUCK AVE
BERKELEY, CA 94709
(37.876043989, -122.269108036)",1720 SHATTUCK AVE,1720,SHATTUCKAVE,ROBINSONREALESTATE,False
12875,RENTAL PROPERTY - 8 UNITS,Non Profit Organizations,NEW BRIDGE FOUNDATION,"1610 MILVIA ST
BERKELEY, CA 94709
(37.877632989, -122.271709024)",1610 MILVIA ST,1610,MILVIAST,NEWBRIDGEFOUNDATION,False
12877,RESTAURANT,Retail Trade,BONGO BURGER INC,"2505 BONGO DWIGHT WAY
BERKELEY, CA 94704
(37.865345999, -122.258187003)",2505 BONGO DWIGHT WAY,2505,BONGODWIGHTWAY,BONGOBURGER,False
12878,GROCERY MARKET,Grocer,FRANKLIN BROS MARKET,"901 BANCROFT WAY
BERKELEY, CA 94710
(37.863911017, -122.295066035)",901 BANCROFT WAY,901,BANCROFTWAY,FRANKLINBROSMARKET,True
12879,"RUG CLEANING, REPAIR & APPRAISAL",Business Personal Repair Svs,ROSE ORIENTAL RUGS,"1573 SOLANO AVE
BERKELEY, CA 94707
(37.891248007, -122.285247977)",1573 SOLANO AVE,1573,SOLANOAVE,ROSEORIENTALRUGS,False
12884,RENTAL PROPERTY/7 UNITS,Rental of Real Property,BRAWLEY SANFORD A & PAMELA,"1611 SIXTY-SECOND ST
BERKELEY, CA 94703
(37.846661982, -122.275003028)",1611 SIXTY-SECOND ST,1611,SIXTY-SECONDST,BRAWLEYSANFORDAPAMELA,False
12886,PHYSICIAN OWNED PAIN MGMT CLINIC FOR ALL AGES,Professional SemiProfessional,COMFORT CLINIC,"2999 REGENT ST 522
BERKELEY, CA 94705
(37.85596799, -122.256260003)",2999 REGENT ST 522,2999,REGENTST,COMFORTCLINIC,False
12888,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,CSQ FEE OWNER CA LLC,"2168 SHATTUCK AVE
BERKELEY, CA 94704
(37.869771015, -122.268490038)",2168 SHATTUCK AVE,2168,SHATTUCKAVE,CSQFEEOWNERCALLC,False
12889,RENTAL PROPERTY - 4 UNITS,Rental of Real Property,SOLANO RODOLFO,"1491 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870560003, -122.282624022)",1491 UNIVERSITY AVE,1491,UNIVERSITYAVE,SOLANORODOLFO,False
12891,LIFE INSURANCE,Professional SemiProfessional,DAVIDMAN LARRY,"1904 PARKER ST
BERKELEY, CA 94704
(37.861395021, -122.271542979)",1904 PARKER ST,1904,PARKERST,DAVIDMANLARRY,False
12892,PARKING LOT,Business Personal Repair Svs,DOUGLAS PARKING LLC,"1798 SCENIC AVE
BERKELEY, CA 94709
(37.876703016, -122.263087985)",1798 SCENIC AVE,1798,SCENICAVE,DOUGLASPARKINGLLC,False
12895,COMMERICAL RENTAL PROPERTY,Rental of Real Property,GARR LAND & RESOURCE MNGMNT,"740 HEINZ AVE
BERKELEY, CA 94710
(37.85264599, -122.294779039)",740 HEINZ AVE,740,HEINZAVE,GARRLANDRESOURCEMNGMNT,False
12896,RESIDENTIAL RENTAL 10 UNITS,Rental of Real Property,PAPPAS NICK A,"2500 M L KING JR WAY
BERKELEY, NV 94704
(37.863150988, -122.272383013)",2500 M L KING JR WAY,2500,MLKINGJRWAY,PAPPASNICKA,False
12897,COFFEE,Retail Trade,ARTIS COFFEE LLC,"1717 FOURTH ST B
BERKELEY, CA 94710
(37.871634019, -122.300626003)",1717 FOURTH ST B,1717,FOURTHSTB,ARTISCOFFEELLC,False
